SEQUENCIA;ATIVO NOVO;ATIVO ANTERIOR;CONCILIAÄ«O;LOCALIZAÄ«O ;CODIGO CENTRO CUSTO;DESCRIÄ«O CENTRO CUSTO;DESCRIÄ«O ;MARCA;MODELO;SERVICE TAG;
INVENTARIO;;;;;;;;;;;
855;18296;11342;7030120;BALANÄA ;3111;Logistica e Expedicao;ARMARIO ALTO 2 PORTAS ;;;;
856;18297;11483;7030610;BALANÄA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
857;18298;;7031570;BALANÄA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
858;18299;;7030930;BALANÄA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
859;18300;11457;7031060;BALANÄA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5M;;;;
860;18301;15528;155280;BALANÄA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 2M;;;;
861;18302;;146270;BALANÄA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 2M;;;;
862;18303;15377;153770;BALANÄA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b ;;
863;18304;15271;152710;BALANÄA ;3111;Logistica e Expedicao;CPU;HP COMPAQ ;6200;;
864;16240;DSM;80003670;BALANÄA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 9020;;
865;18305;;57002;BALANÄA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;E19;;
866;18306;15381;153810;BALANÄA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b ;;
867;18307;15287;152870;BALANÄA ;3111;Logistica e Expedicao;CPU;HP COMPAQ ;6200;;
868;18308;10581;105811;BALANÄA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;E17;;
869;18309;15284;152840;BALANÄA ;3111;Logistica e Expedicao;CPU;HP COMPAQ;6200;;
870;S/N;;58082;BALANÄA ;3111;Logistica e Expedicao;5 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
871;18310;;1016730;BALANÄA ;3111;Logistica e Expedicao;BALANÄA RODOVIµRIA ;METTLER TOLEDO;;;
872;18311;;143540;RECURSOS HUMANOS-PRêDIO PCP;1110;Recursos Humanos;REL‡GIO PONTO;DIMEP;;;
873;104281;DSM;1042810;REFEIT‡RIO ;1162;Restaurante;AQUECEDOR DE µGUA ;BOILLER;;;
874;18312;;;REFEIT‡RIO ;1162;Restaurante;AQUECEDOR DE µGUA ;BOILLER;;;
875;16695;DSM;166950;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 9020;;
876;16697;DSM;166970;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 9020;;
877;16698;DSM;166980;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 9020;;
878;17869;;27560;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ARMARIO SUSPENSO EM MADEIRA, 7 PORTAS, DIM. 350X60 CM ;;;;
879;17870;;30680;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM U, TAMPO DE GRANITO, 8 GAVETAS, 3 PORTAS, DIM. 400X200X300 CM;;;;
880;17871;;30090;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 3 PORTAS, DIM. 250 CM;;;;
881;17872;15641;30440;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM L, TAMPO DE GRANITO, 5 PORTAS, DIM. 250X80 CM;;;;
882;17873;;80200;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CAPELA DE EXAUSTAO;PROJ LAB;PJST 120;;
883;17874;;44700;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ARMARIO BAIXO, MADEIRA, 5 GAVETAS;PROJ LAB;-;;
884;17875;;7036340;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;REFRIGERADOR;CONSUL;CRC28FBB;;
885;17876;;111731;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 755;;
886;17877;;30100;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;LAVA OLHOS;;;;
887;17878;100295;7027200;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA ANALITICA, CAP. 210 G;METTLER TOLEDO;AB204;;
888;17879;104175;1041750;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CHAPA AQUECEDORA;TECNAL;TE-038;;
889;17880;;1028451;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ICP;THERMO SCINTIFIC;ICAP 6000 SERIES;;
890;17881;9875;98751;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;NOTEBOOK;DELL;LATITUDE D630;;
891;17882;;136300;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROONDAS;BERGHOF;SPEED WAVE;;
892;17883;;154290;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;HP;LE1901W;;
893;17884;;72141;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX GX520;;
894;17885;;7041161;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;E19;;
895;17886;;;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CHILLER;NESLAB;MERLIN M33;;
896;17887;;167660;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PLACA AGITADORA;TECNAL;TE-085;;
897;17888;;63340;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PHMETRO;METROHM;827 PH LAB;;
898;17889;;;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PIPETADOR;EPPENDORF;EDOS 5222;;
899;17890;3064;30640;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 18 GAVETAS, DIM. 300 CM;;;;
900;17891;;109120;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PHMETRO;DIGIMED;DM-22;;
901;17892;;165440;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA SEMI-ANALITICA CAP. 3100 G;OHAUS;ADVENTURER;;
902;17893;102818;1028180;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA UMIDADE;OHAUS;MB23;;
903;17894;3027;30270;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 7 GAVETAS, 7 PORTAS, DIM. 300 CM;;;;
904;17895;3026;30260;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESTUFA DE SECAGEM, CAP. 200oC;;;;
905;17896;104233;1042331;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AGITADOR DE PENEIRAS COM 11 PENEIRAS;PRODUTEST;-;;
906;17897;;1042860;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MOINHO;IKA;TUBE-MILL;;
907;17898;;44890;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ARMARIO BAIXO, MADEIRA, 5 GAVETAS;;;;
908;17899;;39120;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM U, TAMPO DE GRANITO, 3 GAVETAS, 12 PORTAS, DIM. 400X400X60 CM;;;;
909;17900;;80210;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CAPELA DE EXAUSTAO;MULTISCIENCE;MSC 1500;;
910;17901;;146040;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 990;;
911;17902;;7041171;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;P19;;
912;17903;;7041181;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;P19;;
913;17904;;147150;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 990;;
914;17905;15805;158050;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ULTRABOK;DELL;LATITUDE E7440;;
915;17906;;156530;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CAPELA;;;;
916;17907;;1037850;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;LAVADORA ULTRASONICA COM AQUECIMENTO;SONITECH;ULTRASONIC CLEANER LX-26-18;;
917;17908;;58921;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;LAVADORA ULTRASONICA COM AQUECIMENTO;UNIQUE;-;;
918;17909;;39210;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BOMBA DE VACUO;MARCONI;MA-057;;
919;17910;;165080;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PURIFICADOR DESTILADOR FILTRO TANQUE;MILLI-Q;DIRECT 8 / Q-POD;;
920;17911;;51351;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CENTRIFUGA;FANEM;EXCELSA BABY I;;
921;17912;;1006652;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CROMATROGRAFO HPLC - CONJUNTO DE MODULOS QUATERNARY SOLVENT. SAMPLE MANAGER FTN, TUV DETECTOR, FRN;WATERS;ACQUITY;;
922;17913;;63890;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CROMATROGRAFO HPLC;AGILENT;1100 SERIES;;
923;17914;;61350;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;FORNO ESTABILIZADOR DE TEMPERATURA;PICKERING LABORATORIES;PINNACLE PCX;;
924;17915;;1041600;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MOINHO;MARCONI;MA 630/1;;
925;17916;;30230;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 1 GAVETA, 1 PORTA, DIM. 150 CM;;;;
926;17917;;;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;DIGITAL SIGNAL PROCESSOR;CM COMANDOS LINEARES;-;;
927;17918;;7022780;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESPECTOGRAFO;MICRONAL;B582;;
928;17919;;27910;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 1 GAVETA, 1 PORTA, DIM. 150 CM;;;;
929;17920;;7041191;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;E19;;
930;17921;;7041271;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;E19;;
931;17922;15390;153900;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;HP;L185B;;
932;17924;;147160;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 990;;
933;17925;3035;30350;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESPECTROMETRO;VARIAN;SPECTRAA 220;;
934;17926;;39110;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM U, TAMPO DE GRANITO, 12 GAVETAS, 8 PORTAS, DIM. 250X150X250 CM;;;;
935;17927;;1013771;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESPECTROFOT‚METRO ;AGILENT TECHNOLOGIES;240FS AA;;
936;17928;;800048338;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;LAVA OLHOS;;;;
937;17929;;30300;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA, TAMPO DE GRANITO, 4 GAVETAS, 2 PORTAS, DIM. 400 CM;;;;
938;19930;;156160;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA DUPLA, MADEIRA, TAMPO DE CERAMICA, 24 GAVETAS, 4 PORTAS, DIM. 350X200 CM;;;;
939;19931;3020;30200;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM L, TAMPO DE GRANITO, 2 CUBAS, 9 GAVETAS, 10 PORTAS, DIM. 550X60 CM;;;;
940;19932;;80220;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CAPELA DE EXAUSTAO;MULTISCIENCE;MSC 1500;;
941;19933;;127920;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CAPELA DE EXAUSTAO;MULTISCIENCE;MSC 1500;;
942;19934;;156510;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CHAPA AQUECEDORA;JUNG;-;;
943;19935;;156520;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CHAPA AQUECEDORA;JUNG;-;;
944;19936;101977;1019770;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESTUFA DE SECAGEM, CAP. 300oC;QUIMIS;-;;
945;19937;3054;30540;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANHO ULTRATERMOSTATIZADO;MARCONI;-;;
946;19938;;1026581;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;EASY CALIBRATION;;
947;19939;;106170;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;EASY CALIBRATION;;
948;19940;;1026640;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;EASY CALIBRATION;;
949;19941;;1016160;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;EASY CALIBRATION;;
950;19942;103831;1038310;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;TITRETTE;;
951;19943;;27920;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;FLUORIMETRO;THERMO SCIENTIFIC;ORION STAR A214;;
952;19944;;1038310;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BURETA DIGITAL III, CAP. 50 ML;BRAND;TITRETTE;;
953;19945;;7017121;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;DISPENSER;BRAND;DISPENSETTE ORGANIC;;
954;19946;;88320;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;DISPENSER;BRAND;DISPENSETTE ORGANIC;;
955;19947;;86720;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;DISPENSER;BRAND;DISPENSETTE ORGANIC;;
956;19948;;79180;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AGITADOR;IKA;RH BASIC KT/C;;
957;19949;;1036630;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ESPECTROFOT‚METRO ;AGILENT;CARY 60 UV-VIS;;
958;19950;;152930;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;HP COMPAQ;Z210-SFF;;
959;19951;;7041281;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;E17;;
960;19952;;7041741;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;E19;;
961;19953;;76600;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA SEMI ANALITICA, CAP. 210 G;OHAUS;ADVENTURER;;
962;19954;;86230;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA SEMI ANALITICA, CAP. 210 G;OHAUS;ADVENTURER;;
963;19955;;76540;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA SEMI ANALITICA, CAP. 210 G;OHAUS;ADVENTURER;;
964;19956;5852;58521;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BALANÄA DIGITAL;GEHAKA, CAP. 8000 G;-;;
965;19957;2791;27910;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM U, TAMPO DE GRANITO, 11 GAVETAS, 10 PORTAS, DIM. 150X200X300 CM;;;;
966;19958;14446;7049430;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;ARMARIO PISO-TETO, MADEIRA, 360 GAVETAS, DIM. 350X300 CM;;;;
967;19959;;7041751;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;P1913;;
968;19960;;60920;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;IMPRESSORA MATRICIAL;EPSON;FX-890;;
969;19961;15454;154540;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MONITOR LCD;DELL;P1913;;
970;19962;;80003650;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;CPU;DELL;OPTIPLEX 7010;;
971;19963;3068;30680;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;BANCADA MADEIRA EM L, TAMPO DE GRANITO, 5 GAVETAS, 6 PORTAS, DIM. 500X100 CM;;;;
972;19964;3028;30280;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PHMETRO;DIGIMED;DM20;;
973;19965;;38970;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PHMETRO;DIGIMED;DM20;;
974;19966;;;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;FLUORIMETRO;THERMO SCIENTIFIC;ORION 4 STAR;;
975;19967;5522;55221;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;PONTO DE FUSAO;GEHAKA;PF 1500;;
976;19968;9984;99840;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MEDIDOR DE UMIDADE;GEHAKA AGRI;G600;;
977;S/N;;87740;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;1 CADEIRA GIRATORIA;;;;
978;S/N;;87780;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;12 CADEIRA FIXA ALTA;;;;
979;S/N;;1026660;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 0,5-5 ML;RESEARCH PLUS;;
980;S/N;;1026670;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 0,5-5 ML;RESEARCH PLUS;;
981;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 1-10 ML;RESEARCH PLUS;;
982;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 100-1000 uL;REFERENCE;;
983;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 20-30 uL;RESEARCH PRO;;
984;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 20-30 uL;RESEARCH PRO;;
985;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 50-1000 uL;RESEARCH PRO;;
986;S/N;;7049450;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;MICROPIPETA;EPPENDORF, CAP. 50-1000 uL;RESEARCH PRO;;
987;S/N;;89710;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;FUJITSU;INVERTER;;
988;S/N;;89720;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;MIDEA;INVERTER;;
989;S/N;;89730;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;MIDEA;INVERTER;;
990;S/N;;89740;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;MIDEA;INVERTER;;
991;S/N;;89750;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;MIDEA;INVERTER;;
992;S/N;;109310;CONTROLE QUALIDADE;7250;Laboratorio de Controle e Qualidade;AR CONDICIONADO, TIPO SPLIT;MIDEA;INVERTER;;
993;16433;DSM;164330;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;NOTEBOOK ;DELL;E7450;;
994;18313;;67490;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;ARQUIVO AÄO 4 GAVETAS ;;;;
995;18314;14748;147480;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;ARMµRIO ALTO 2 PORTAS ;;;;
996;18315;;1028180;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;ANALISADOR DE FOSFATO;VARIAN;50 SCAN;;
997;18316;14321;57022;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;MONITOR V÷DEO ;DELL;E17;;
998;18317;15351;153510;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;CPU;HP;6200;;
999;18318;8822;88220;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;ANALISADOR UMIDADE INFRA-VERMELHO;GEHAKA;IV2000;;
1000;18319;3582;35820;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;ANALISADOR UMIDADE INFRA-VERMELHO;;;;
1001;18320;8735;87350;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;PHMETRO;DIGIMED;DM22;;
1002;18321;;8000159;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;RACK INFORMµTICA ;;;;
1003;S/N;;78871;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;SWITCH ;3COM;4900 12 PORTAS;;
1004;18322;15340;153400;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;CPU;HP;6200;BRG216FB14;
1005;18323;;88550;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;MESA ESCRIT‡RIO 2 GAVETAS 1,7M;;;;
1006;18324;10018;100182;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;MONITOR V÷DEO ;DELL;E17;;
1007;18325;;144440;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;NOBREAK ;SINUS;;;
1008;18326;14395;143950;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;MESA ESCRIT‡RIO 2 GAVETAS 1,7M;;;;
1009;18327;;80001634;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;RACK INFORMµTICA ;;;;
1010;S/N;;78920;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;SWITCH;;;;
1011;18328;;121570;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;AR CONDICIONADO ;ELGIN ;SPLIT 24000;;
1012;S/N;;65160;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;3 CADEIRAS GIRAT‡RIAS ROD÷ZIOS ;;;;
1013;18329;;80004239;QDG-FOSFATO DE CµLCIO;7225;Zootecnica;AR CONDICIONADO ;ELGIN ;SPLIT 24000;;
1014;18330;9038;90381;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;MONITOR V÷DEO ;DELL;E17;;
1015;18331;14160;7041420;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;CPU;DELL;OPTIPLEX 780;1X74JM1;
1016;18332;;44780;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;ESTAÄ«O TRABALHO L 2X1,5M;;;;
1017;S/N;14630;146300;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;AR CONDICIONADO ;;SPLIT ;;
1018;18333;;88560;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;MESA ESCRIT‡RIO 2 GAVETAS 1,7M;;;;
1019;18334;;54050;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER 550;;
1020;16263;DSM;8000366;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;CPU;DELL;OPTIPLEX 9020;9CVYL22;
1021;S/N;;85960;SALA CONTROLE-FOSFATO DE CµLCIO;7225;Zootecnica;2 CADEIRAS GIRAT‡RIAS ROD÷ZIOS ;;;;
1022;18348;;88490;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MESA ESCRIT‡RIO 1M;;;;
1023;18349;;88500;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MESA ESCRIT‡RIO 1M;;;;
1024;18350;;88510;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MESA ESCRIT‡RIO 1M;;;;
1025;18351;;88520;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MESA ESCRIT‡RIO 1M;;;;
1026;18352;;156170;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;BANCADA COM 8 POSTOS DE TRABALHO ;;;;
1027;18353;;161990;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1028;16448;DSM;164480;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;NOTEBOOK ;DELL;LATITUDE E7450;;
1029;18354;;162000;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1030;18355;;800004135;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1031;18356;;96920;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1032;16776;DSM;167760;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1033;18358;15986;8000247;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 6 GAVETAS ;;;;
1034;18359;11433;7030990;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1035;16775;DSM;167750;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1036;S/N;;87790;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;12 CADEIRAS GIRAT‡RIAS ROD÷ZIOS ;;;;
1037;16235;DSM;80003665;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU;DELL;OPTIPLEX 9020;2CVYL22;
1038;18357;;51801;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E19;;
1039;18360;14142;7041180;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU;DELL;OPTIPLEX 780;8V74JM1;
1040;18361;14238;51622;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E17;;
1041;18362;14990;149900;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU;DELL;OPTIPLEX 7010;J1W61Y1;
1042;18363;;51741;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E19;;
