SEQUENCIA;ATIVO NOVO;ATIVO ANTERIOR;CONCILIAÄ«O;LOCALIZAÄ«O ;CODIGO CENTRO CUSTO;DESCRIÄ«O CENTRO CUSTO;DESCRIÄ«O ;MARCA;MODELO;SERVICE TAG;
INVENTARIO;;;;;;;;;;;
1;17500;;91640;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO BAIXO 2 PORTAS ;;;;
2;17251;;91650;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO BAIXO 2 PORTAS ;;;;
3;17252;;91660;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO BAIXO 2 PORTAS ;;;;
4;17253;4609;46090;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO BAIXO 2 PORTAS ;;;;
5;17254;9161;91610;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO ALTO 2 PORTAS ;;;;
6;17255;1903;53120;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO ALTO 2 PORTAS ;;;;
7;17256;6356;63560;ADMINISTRATIVO;1160;Administracao Industrial;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
8;17257;;44790;ADMINISTRATIVO;1160;Administracao Industrial;ESTAÄ«O TRABALHO L 2X2;;;;
9;17258;14228;62191;ADMINISTRATIVO;1160;Administracao Industrial;MONITOR VIDEO ;DELL;15;;
10;17259;14144;7041160;ADMINISTRATIVO;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 780;;
11;17260;;91490;ADMINISTRATIVO;1160;Administracao Industrial;ESTAÄ«O TRABALHO L 2X1,5;;;;
12;17261;7394;73940;ADMINISTRATIVO;1160;Administracao Industrial;ESTAÄ«O TRABALHO L 2X1,5;;;;
13;17262;4461;44610;ADMINISTRATIVO;1160;Administracao Industrial;ESTAÄ«O TRABALHO L 2X1,5;;;;
14;17263;4460;44600;ADMINISTRATIVO;1160;Administracao Industrial;ESTAÄ«O TRABALHO L 2X1,5;;;;
15;17264;;84900;ADMINISTRATIVO;1160;Administracao Industrial;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
16;17265;;76650;ADMINISTRATIVO;1160;Administracao Industrial;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
17;17266;;76640;ADMINISTRATIVO;1160;Administracao Industrial;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
18;17267;14317;7046101;ADMINISTRATIVO;1160;Administracao Industrial;MONITOR VIDEO ;DELL;15;;
19;17268;9442;90072;ADMINISTRATIVO;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 745;;
20;17269;14225;62361;ADMINISTRATIVO;1160;Administracao Industrial;MONITOR VIDEO ;DELL;15;;
21;17270;14147;7041190;ADMINISTRATIVO;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 780;;
22;17271;14223;49511;ADMINISTRATIVO;1160;Administracao Industrial;MONITOR VIDEO ;DELL;15;;
23;17272;14146;139960;ADMINISTRATIVO;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 780;;
24;17273;14230;119720;ADMINISTRATIVO;1160;Administracao Industrial;MONITOR VIDEO ;DELL;15;;
25;17274;14143;139950;ADMINISTRATIVO;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 780;;
26;17275;;8000240;ADMINISTRATIVO;1160;Administracao Industrial;AR CONDICIONADO ;HITACHI ;SPLIT;;
27;17328;;169100;ADMINISTRATIVO;1160;Administracao Industrial;AR CONDICIONADO ;HITACHI ;SPLIT GRANDE;;
28;S/N;;33670;ADMINISTRATIVO;1160;Administracao Industrial;5 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
29;17379;;169110;ADMINISTRATIVO;1160;Administracao Industrial;AR CONDICIONADO ;HITACHI ;SPLIT GRANDE ;;
30;17276;9155;91550;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
31;17277;9156;91560;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
32;17278;7673;76730;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
33;17279;7674;76740;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
34;17280;9157;91570;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
35;17281;;76680;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
36;17282;7675;76750;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
37;17283;9158;91580;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
38;17284;9154;91540;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
39;17285;9159;91590;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS;;;;
40;17286;8172;81720;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
41;17287;;91500;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
42;17288;;91510;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
43;17289;;91520;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
44;17290;9176;91760;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
45;17291;9260;92600;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
46;17292;;91530;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
47;17293;9699;96990;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
48;17294;;91540;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
49;17295;;91550;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
50;17296;;91560;LOG÷STICA ;3111;Logistica e Expedicao;ESTAÄ«O TRABALHO L 2X1,5;;;;
51;16439;DSM;164390;LOG÷STICA ;3111;Logistica e Expedicao;MESA QUADRADA 1,2X1,2;;;;
52;16201;DSM-TI;146820;LOG÷STICA ;3111;Logistica e Expedicao;MESA QUADRADA 1,2X1,2;;;;
53;17297;;80260;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
54;16440;DSM;164400;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
55;17298;;80270;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
56;17299;8490;84900;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
57;16438;DSM;164380;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
58;17300;;80280;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
59;17301;;80290;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
60;17302;6401;64010;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
61;17303;9502;7031710;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
62;17304;;7030990;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
63;17305;6646;24390;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 5 GAVETAS ;;;;
64;17306;7664;76640;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
65;17307;;7041421;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR ;DELL;17;;
66;16239;DSM;80003669;LOG÷STICA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 9020;;
67;17308;14308;7041231;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR ;DELL;15;;
68;17309;14158;7041210;LOG÷STICA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 780;;
69;17310;;7041431;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR ;DELL;17;;
70;16237;DSM;80003667;LOG÷STICA ;3111;Logistica e Expedicao;CPU ;DELL;OPTIPLEX 9020;;
71;17311;14301;85441;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
72;17312;14165;7041170;LOG÷STICA ;3111;Logistica e Expedicao;CPU ;DELL;OPTIPLEX 780;;
73;17313;7092;70920;LOG÷STICA ;3111;Logistica e Expedicao;MULTIFUNCIONAL ;BROTHER;MFC-7220;;
74;17314;14262;62481;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
75;17315;14162;7047724;LOG÷STICA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 780;;
76;17316;14236;62151;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
77;17317;14122;7040952;LOG÷STICA ;3111;Logistica e Expedicao;CPU ;DELL;OPTIPLEX 780;;
78;17318;;143520;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
79;17319;14297;7042021;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
80;17320;14161;7042677;LOG÷STICA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 780;;
81;17321;15363;153630;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
82;17322;15339;153390;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP;;;
83;17323;15372;153720;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO;HP;L185b;;
84;17324;15349;153490;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP;;;
85;17325;15291;152910;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP;;;
86;17326;15375;153750;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
87;16420;DSM;164201;LOG÷STICA ;3111;Logistica e Expedicao;NOTEBOOK ;DELL;ULTRABOOK;;
88;17329;;58572;LOG÷STICA ;3111;Logistica e Expedicao;AR CONDICIONADO ;HITACHI ;SPLIT PEQUENO;;
89;S/N;;87770;LOG÷STICA ;3111;Logistica e Expedicao;11 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
90;16534;DSM;165340;LOG÷STICA ;3111;Logistica e Expedicao;NOTEBOOK ;DELL;ULTRABOOK ;;
91;17327;11463;167760;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
92;17330;;91670;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;ARMARIO BAIXO 2 PORTAS ;;;;
93;17331;2522;76750;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;ARMARIO BAIXO 2 PORTAS ;;;;
94;17332;6653;63930;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;ARMARIO BAIXO 2 PORTAS ;;;;
95;17333;7392;73920;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;ESTAÄ«O TRABALHO 2X2;;;;
96;16305;DSM;163050;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;MESA REUNI«O REDONDA 1M;;;;
97;16304;DSM;163040;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;CADEIRA GIRAT‡RIA ROD÷ZIOS BRAÄOS COURO DIRETOR ;;;;
98;17335;;58582;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;AR CONDICIONADO ;HITACHI ;SPLIT PEQUENO ;;
99;S/N;;58331;LOG÷STICA-GERENCIA;3110;Gerencia de Logistica;4 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
100;16847;DSM;168470;LOG÷STICA ;3111;Logistica e Expedicao;AR CONDICIONADO ;ELGIN;ATUALLE SPLIT GRANDE;;
101;17334;1648;16480;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
102;17336;4612;46120;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
103;17337;4611;46110;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
104;17338;4579;45790;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
105;17339;4613;46130;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
106;17340;4610;46100;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
107;17341;4608;46080;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
108;17342;4437;44370;LOG÷STICA ;3111;Logistica e Expedicao;ARMARIO BAIXO 2 PORTAS ;;;;
109;17343;5680;56802;LOG÷STICA ;3111;Logistica e Expedicao;IMPRESSORA MATRICIAL;EPSON;FX-2190;;
110;17344;5193;51974;LOG÷STICA ;3111;Logistica e Expedicao;IMPRESSORA MATRICIAL;EPSON;DFX-5000;;
111;17345;;88410;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M;;;;
112;17346;;88420;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M;;;;
113;17347;;88430;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M;;;;
114;17348;;88440;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M;;;;
115;17349;;88450;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M;;;;
116;17350;;88460;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1,5M 2 GAVETAS ;;;;
117;17351;;88580;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 2M;;;;
118;17352;;88470;LOG÷STICA ;3111;Logistica e Expedicao;MESA ESCRIT‡RIO 1M;;;;
119;17353;11453;7031270;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
120;17354;11317;7030150;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
121;17355;11429;7033170;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
122;17357;;73870;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
123;17356;;24980;LOG÷STICA ;3111;Logistica e Expedicao;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
124;17358;;91080;LOG÷STICA ;3111;Logistica e Expedicao;AMPLIFICADOR 5 CANAIS;UNIC;MIXER MA-5250;;
125;17359;;155860;LOG÷STICA ;3111;Logistica e Expedicao;RECEPTOR SEM FIO;VOKAL;WIRELESS RECEIVER VWR103;;
126;17360;14311;146030;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;DELL;15;;
127;17361;15343;153430;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP COMPAQ;6200;;
128;17362;15286;152860;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP COMPAQ;6200;;
129;17363;15379;153790;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
130;17364;15382;153820;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
131;17365;15436;154360;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
132;17366;15374;153740;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR VIDEO ;HP;L185b;;
133;17367;15290;152900;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP COMPAQ ;6200;;
134;17368;15285;152850;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP COMPAQ;6200;;
135;17369;15289;152890;LOG÷STICA ;3111;Logistica e Expedicao;CPU;HP COMPAQ ;6200;;
136;17370;15056;150560;LOG÷STICA ;3111;Logistica e Expedicao;CPU;DELL;OPTIPLEX 7010;;
137;17371;15464;154640;LOG÷STICA ;3111;Logistica e Expedicao;MONITOR ;DELL;17;;
138;16631;DSM;166274;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;NOTEBOOK ;DELL;LATITUDE E7450;;
139;17372;;87930;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;CADEIRA GIRAT‡RIA ROD÷ZIOS BRAÄOS DIRETOR COURO ;;;;
140;17373;;91680;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;ARMARIO BAIXO 2 PORTAS ;;;;
141;17374;;91690;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;ARMARIO BAIXO 2 PORTAS ;;;;
142;17375;;7033200;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;GAVETEIRO VOLANTE 2 GAVETAS ;;;;
143;17376;;97030;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;ESTAÄ«O TRABALHO L 2,5X2,5;;;;
144;17377;;73880;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;MESA REUNI«O REDONDA 1M;;;;
145;S/N;;84200;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;2 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
146;17378;;58592;DIRETORIA INDUSTRIAL ;7200;Gerencia de Fabricas;AR CONDICIONADO ;HITACHI ;SPLIT PEQUENO ;;
147;17380;9166;91660;ADMINISTRATIVO;1160;Administracao Industrial;ARMARIO BAIXO 2 PORTAS ;;;;
148;17381;9915;99150;APOIO CAMINHONEIRO;3111;Logistica e Expedicao;TELEVISOR;PHILIPS;32;;
149;17382;104062;1040620;APOIO CAMINHONEIRO;3111;Logistica e Expedicao;BEBEDOURO INOX;;4TORNEIRAS;;
150;17383;;57671;APOIO CAMINHONEIRO;3111;Logistica e Expedicao;MESA SNOOKER;;;;
151;17384;;57681;APOIO CAMINHONEIRO;3111;Logistica e Expedicao;MESA PEBOLIM ;;;;
152;17385;;99150;APOIO CAMINHONEIRO;3111;Logistica e Expedicao;TELEVISOR;PHILIPS;32;;
153;17386;15310;153100;PORTARIA;1165;Portaria e Recebimento de Materiais;CPU;HP;;;
154;17387;;59112;PORTARIA;1165;Portaria e Recebimento de Materiais;MONITOR VIDEO ;DELL;15;;
155;17388;;59921;PORTARIA;1165;Portaria e Recebimento de Materiais;IMPRESSORA TêRMICA ;ZEBRA;;;
156;17389;15003;150030;PORTARIA;1165;Portaria e Recebimento de Materiais;CPU;DELL;OPTIPLEX 7010;;
157;17390;;53932;PORTARIA;1165;Portaria e Recebimento de Materiais;MONITOR VIDEO ;DELL;17;;
158;17391;11449;7031350;PORTARIA;1165;Portaria e Recebimento de Materiais;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
159;17392;;24940;PORTARIA;1165;Portaria e Recebimento de Materiais;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
160;17393;2313;166170;PORTARIA;1165;Portaria e Recebimento de Materiais;ARMARIO ALTO 2 PORTAS ;;;;
161;17394;;73910;PORTARIA;1165;Portaria e Recebimento de Materiais;ARMARIO ALTO 2 PORTAS ;;;;
162;17395;;54041;PORTARIA;1165;Portaria e Recebimento de Materiais;MONITOR VIDEO ;DELL;17;;
163;16238;DSM;80003668;PORTARIA;1165;Portaria e Recebimento de Materiais;CPU;DELL;OPTIPLEX 9020;;
164;17396;;44590;PORTARIA;1165;Portaria e Recebimento de Materiais;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
165;17397;;168800;PORTARIA;1165;Portaria e Recebimento de Materiais;ESTAÄ«O TRABALHO L 1,5X1,5;;;;
166;17398;;167270;PORTARIA;1165;Portaria e Recebimento de Materiais;ESTAÄ«O TRABALHO L 1,5X1,5;;;;
167;17399;;49861;PORTARIA;1165;Portaria e Recebimento de Materiais;BALANÄA RODOVIµRIA ;METTLER TOLEDO;;;
168;17400;;80002530;PORTARIA;1165;Portaria e Recebimento de Materiais;CENTRAL DE ALARME DE INC“NDIO ;SURCOM;;;
169;17401;11880;118800;PORTARIA;1165;Portaria e Recebimento de Materiais;NOBREAK ;SINUS;TRIAD;;
170;17402;10472;104720;PORTARIA;1165;Portaria e Recebimento de Materiais;BALCAO MADEIRA 1,5M;;;;
171;17403;;30430;PORTARIA;1165;Portaria e Recebimento de Materiais;BALCAO MADEIRA 2,5M;;;;
172;S/N;;58341;PORTARIA;1165;Portaria e Recebimento de Materiais;4 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
173;17404;;54052;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;MONITOR VIDEO ;DELL;17;;
174;16229;DSM;80003659;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;CPU;DELL;OPTIPLEX 9020;;
175;17405;9692;96920;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;BALCAO RECEPÄ«O 6 GAVETAS TAMPO GRANITO;;;;
176;17406;11557;7029590;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;SOFA 2 LUGARES;;;;
177;17407;;7033770;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;POLTRONA COURVIN PRETO;;;;
178;17408;;7033750;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;POLTRONA COURVIN PRETO;;;;
179;17409;;7033760;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;POLTRONA COURVIN PRETO;;;;
180;S/N;;87860;ADMINISTRATIVO-RECEPÄ«O;1160;Administracao Industrial;CADEIRA GIRAT‡RIA ROD÷ZIOS BRAÄOS ;;;;
181;17410;4489;44890;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
182;17411;4491;44910;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
183;17412;4493;44930;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
184;17413;4492;44920;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
185;17414;4494;44940;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
186;17415;4490;44900;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
187;17416;9639;96390;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
188;17417;9640;96400;FISCAL;5132;Fiscal;ARMARIO BAIXO 2 PORTAS ;;;;
189;17418;;129180;FISCAL;5132;Fiscal;ESTANTE BAIXA 2 PRATELEIRAS 2M;;;;
190;17419;1650;167310;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5M;;;;
191;17420;15031;150310;FISCAL;5132;Fiscal;CPU;DELL;7010;;
192;17421;;7042021;FISCAL;5132;Fiscal;MONITOR VIDEO;DELL;15;;
193;17422;;54141;FISCAL;5132;Fiscal;MONITOR VIDEO ;DELL;17;;
194;17423;14998;149980;FISCAL;5132;Fiscal;CPU;DELL;OPTIPLEX 7010;;
195;17424;4604;46040;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
196;17425;1653;7031350;FISCAL;5132;Fiscal;GAVETEIRO VOLANTE 4 GAVETAS ;;;;
197;17426;4478;44780;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
198;17427;4477;44770;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
199;17428;4480;44800;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
200;17429;4479;44790;FISCAL;5132;Fiscal;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
201;16231;DSM;80003661;FISCAL;5132;Fiscal;CPU;OPTIPLEX 9020;;;
202;17430;;7043871;FISCAL;5132;Fiscal;MONITOR ;DELL;15;;
203;17431;;53941;FISCAL;5132;Fiscal;MONITOR VIDEO ;DELL;17;;
204;17432;14149;7041200;FISCAL;5132;Fiscal;CPU;DELL;OPTIPLEX 780;;
205;17433;14273;62533;FISCAL;5132;Fiscal;MONITOR VIDEO ;DELL;15;;
206;17434;14148;7041230;FISCAL;5132;Fiscal;CPU;DELL;OPTIPLEX 780;;
207;17435;15282;152820;FISCAL;5132;Fiscal;CPU;HP COMPAQ ;6200;;
208;17436;;154330;FISCAL;5132;Fiscal;MONITOR VIDEO ;HP;L185b;;
209;S/N;;63020;FISCAL;5132;Fiscal;AR CONDICIONADO ;HITACHI;SPLIT MEDIO;;
210;S/N;;58132;FISCAL;5132;Fiscal;7 CADEIRAS GIRAT‡RIAS ROD÷ZIOS BRAÄOS ;;;;
211;17437;;154360;RECURSOS HUMANOS ;1110;Recursos Humanos;MONITOR VIDEO ;HP;L185b;;
212;17438;15278;152780;RECURSOS HUMANOS ;1110;Recursos Humanos;CPU;HP COMPAQ ;6200;;
213;17439;11482;7030540;RECURSOS HUMANOS ;1110;Recursos Humanos;ESTAÄ«O TRABALHO L 1,5X1,5M;;;;
214;17440;;63560;RECURSOS HUMANOS ;1110;Recursos Humanos;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
215;17441;4587;45870;RECURSOS HUMANOS ;1110;Recursos Humanos;ARMARIO BAIXO 2 PORTAS ;;;;
216;17442;10014;100141;RECURSOS HUMANOS ;1110;Recursos Humanos;CPU;DELL;OPTIPLEX 755;;
217;17443;;54131;RECURSOS HUMANOS ;1110;Recursos Humanos;MONITOR VIDEO ;DELL;15;;
218;17444;;167280;RECURSOS HUMANOS ;1110;Recursos Humanos;ESTAÄ«O TRABALHO L 1,5X1,5;;;;
219;17445;;51081;RECURSOS HUMANOS ;1110;Recursos Humanos;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
220;17446;14163;7041160;RECURSOS HUMANOS ;1110;Recursos Humanos;CPU;DELL;OPTIPLEX 780;;
221;17447;14540;145400;RECURSOS HUMANOS ;1110;Recursos Humanos;MONITOR VIDEO ;DELL;17;;
222;S/N;;161680;RECURSOS HUMANOS ;1110;Recursos Humanos;AR CONDICIONADO ;HITACHI;SPLIT PEQUENO ;;
223;17448;9178;91780;RECURSOS HUMANOS ;1110;Recursos Humanos;ESTAÄ«O TRABALHO L 1,5X1,5;;;;
224;17449;9177;91770;RECURSOS HUMANOS ;1110;Recursos Humanos;GAVETEIRO VOLANTE 5 GAVETAS ;;;;
225;17450;4606;46060;RECURSOS HUMANOS ;1110;Recursos Humanos;ESTAÄ«O TRABALHO L 1,5X1,5 2 GAVETAS ;;;;
226;16628;DSM;166271;RECURSOS HUMANOS ;1110;Recursos Humanos;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
227;17451;;163050;RECURSOS HUMANOS ;1110;Recursos Humanos;MESA REUNI«O REDONDA 1,2M;;;;
228;S/N;;161690;RECURSOS HUMANOS ;1110;Recursos Humanos;AR CONDICIONADO ;HITACHI ;SPLIT PEQUENO ;;
229;17452;15383;153830;RECURSOS HUMANOS ;1110;Recursos Humanos;MONITOR VIDEO ;HP;L185b ;;
230;17453;15293;152930;RECURSOS HUMANOS ;1110;Recursos Humanos;CPU ;HP COMPAQ ;6200;;
