ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
403;S/N;7068500;;ZOOTECNICA-MISTURA 1;TC-55109C;Y-551-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA (SENDO TROCADA);;;
404;S/N;;0001;ZOOTECNICA-MISTURA 1;TC-55109C;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
405;104712;1020110;;ZOOTECNICA-MISTURA 2;SI-55208H;Y-552-002;7225;ZOOTECNICA;SILO METALICO;;;
406;104712;42550;0001;ZOOTECNICA-MISTURA 2;FL-55208H-01;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
407;104712;42560;0002;ZOOTECNICA-MISTURA 2;FL-55208H-02;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
408;104713;43770;;ZOOTECNICA-MISTURA 2;RO-55216H;Y-552-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
409;104713;;0001;ZOOTECNICA-MISTURA 2;RO-55216H;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
410;104710;1024720;;ZOOTECNICA-MISTURA 2;SI-55208I;Y-552-002;7225;ZOOTECNICA;SILO METALICO;;;
411;104710;42540;;ZOOTECNICA-MISTURA 2;FL-55208I-01;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
412;104711;43710;;ZOOTECNICA-MISTURA 2;RO-55216I;Y-552-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
413;104711;;0001;ZOOTECNICA-MISTURA 2;RO-55216I;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
414;104708;1024710;;ZOOTECNICA-MISTURA 2;SI-55208J;Y-552-002;7225;ZOOTECNICA;SILO METALICO;;;
415;104708;41180;0001;ZOOTECNICA-MISTURA 2;FL-55208J-01;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
416;104708;42530;0002;ZOOTECNICA-MISTURA 2;FL-55208J-02;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
417;104709;41600;;ZOOTECNICA-MISTURA 2;RO-55216J;Y-552-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
418;104709;;0001;ZOOTECNICA-MISTURA 2;RO-55216J;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
419;104714;10140411;;ZOOTECNICA-MISTURA 2;MG-55202C;Y-552-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
420;104714;42570;0001;ZOOTECNICA-MISTURA 2;FL-55202C-01;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
421;104715;1020050;;ZOOTECNICA-MISTURA 2;RO-55216L;Y-552-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
422;104715;;0001;ZOOTECNICA-MISTURA 2;RO-55216L;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
423;104706;66410;;ZOOTECNICA-MISTURA 2;SI-55208K;Y-552-002;7225;ZOOTECNICA;SILO METALICO;;;
424;104707;43660;;ZOOTECNICA-MISTURA 2;RO-55216K;Y-552-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
425;104707;;0001;ZOOTECNICA-MISTURA 2;RO-55216K;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
426;104719;1020302;;ZOOTECNICA-MISTURA 2;EC-55214B;Y-552-002;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
427;104719;;0001;ZOOTECNICA-MISTURA 2;EC-55214B;Y-552-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
428;104719;42580;0002;ZOOTECNICA-MISTURA 2;FL-55214B-01;Y-552-002;7225;ZOOTECNICA;FILTRO ;;;
429;104719;33180;0003;ZOOTECNICA-MISTURA 2;EX-55214B-01;Y-552-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
430;104719;;0004;ZOOTECNICA-MISTURA 2;EX-55214B-01;Y-552-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
431;104719;47150;0005;ZOOTECNICA-MISTURA 2;DE-55214B-01;Y-552-002;7225;ZOOTECNICA;DESGRUMADOR;;;
432;104719;;0006;ZOOTECNICA-MISTURA 2;DE-55214B-01;Y-552-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
433;104767;1026450;;ZOOTECNICA-MISTURA 2;TL-55217B;Y-552-002;7225;ZOOTECNICA;TALHA ELETRICA;;;
434;104765;1026750;;ZOOTECNICA-MISTURA 2;MI-55207A;Y-552-003;7225;ZOOTECNICA;MISTURADOR;;;
435;104765;;0001;ZOOTECNICA-MISTURA 2;MI-55207A;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
436;104765;1021040;0002;ZOOTECNICA-MISTURA 2;FL-55207A-01;Y-552-003;7225;ZOOTECNICA;FILTRO ;;;
437;104765;94350;0003;ZOOTECNICA-MISTURA 2;EX-55207A-01;Y-552-003;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
438;104765;;0004;ZOOTECNICA-MISTURA 2;EX-55207A-01;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
439;104766;80450;;ZOOTECNICA-MISTURA 2;RO-55216O;Y-552-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
440;104766;;0001;ZOOTECNICA-MISTURA 2;RO-55216O;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
441;104757;33110;;ZOOTECNICA-MISTURA 2;EC-55214C;Y-552-003;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
442;104757;;0001;ZOOTECNICA-MISTURA 2;EC-55214C;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
443;104768;42030;;ZOOTECNICA-MISTURA 2;MG-55202D;Y-552-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
444;104768;1021050;0001;ZOOTECNICA-MISTURA 2;FL-55202D-01;Y-552-003;7225;ZOOTECNICA;FILTRO ;;;
445;104750;48221;;ZOOTECNICA-MISTURA 2;EN-55205A;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
446;104750;43350;0001;ZOOTECNICA-MISTURA 2;CP-55213A;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
447;104750;;0002;ZOOTECNICA-MISTURA 2;CP-55213A;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
448;104751;1017560;;ZOOTECNICA-MISTURA 2;EN-55205B;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
449;104751;1101510;0001;ZOOTECNICA-MISTURA 2;CP-55213B;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
450;104751;;0002;ZOOTECNICA-MISTURA 2;CP-55213B;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
451;104752;1022950;;ZOOTECNICA-MISTURA 2;EN-55205C;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
452;104752;53880;0001;ZOOTECNICA-MISTURA 2;CP-55213C;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
453;104752;;0002;ZOOTECNICA-MISTURA 2;CP-55213C;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
454;104753;1101550;;ZOOTECNICA-MISTURA 2;EN-55205D;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
455;104753;8000607;0001;ZOOTECNICA-MISTURA 2;CP-55213D;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
456;104753;;0002;ZOOTECNICA-MISTURA 2;CP-55213D;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
457;104754;7022900;;ZOOTECNICA-MISTURA 2;EN-55205E;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
458;104754;1102230;0001;ZOOTECNICA-MISTURA 2;CP-55213E;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
459;104754;;0002;ZOOTECNICA-MISTURA 2;CP-55213E;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
460;104755;7023200;;ZOOTECNICA-MISTURA 2;EN-55205F;Y-552-003;7225;ZOOTECNICA;ENSACADEIRA;;;
461;104755;1102240;0001;ZOOTECNICA-MISTURA 2;CP-55213F;Y-552-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
462;104755;;0002;ZOOTECNICA-MISTURA 2;CP-55213F;Y-552-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
463;104759;89220;;ZOOTECNICA-MISTURA 2;MG-55202E;Y-552-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
464;104760;82020;;ZOOTECNICA-MISTURA 2;RO-55216M;Y-552-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
465;104760;;0001;ZOOTECNICA-MISTURA 2;RO-55216M;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
466;104758;38470;;ZOOTECNICA-MISTURA 2;RO-55216P;Y-552-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
467;104758;;0001;ZOOTECNICA-MISTURA 2;RO-55216P;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
468;104756;1021020;;ZOOTECNICA-MISTURA 2;FL-55216P-01;Y-552-003;7225;ZOOTECNICA;FILTRO ;;;
469;104749;7011250;;ZOOTECNICA-MISTURA 2;TC-55209A;Y-552-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
470;104749;;0001;ZOOTECNICA-MISTURA 2;TC-55209A;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
471;104747;7011240;;ZOOTECNICA-MISTURA 2;TC-55209B;Y-552-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
472;104747;;0001;ZOOTECNICA-MISTURA 2;TC-55209B;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
473;104761;89230;;ZOOTECNICA-MISTURA 2;MG-55202F;Y-552-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
474;104762;38480;;ZOOTECNICA-MISTURA 2;RO-55216N;Y-552-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
475;104762;;0001;ZOOTECNICA-MISTURA 2;RO-55216N;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
476;104763;7066380;;ZOOTECNICA-MISTURA 2;RO-55216Q;Y-552-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
477;104763;;0001;ZOOTECNICA-MISTURA 2;RO-55216Q;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
478;104746;32620;;ZOOTECNICA-MISTURA 2;N/D;Y-552-003;7225;ZOOTECNICA;BALANÄA PARA CONFER“NCIA;;;
479;104748;7011670;;ZOOTECNICA-MISTURA 2;TC-55209C;Y-552-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
480;104748;;0001;ZOOTECNICA-MISTURA 2;TC-55209C;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
481;104764;7015040;;ZOOTECNICA-MISTURA 2;TC-55209D;Y-552-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
482;104764;;0001;ZOOTECNICA-MISTURA 2;TC-55209D;Y-552-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
483;104773;42600;;ZOOTECNICA-MISTURA 3;SI-55308A;Y-553-001;7225;ZOOTECNICA;SILO METALICO;;;
484;104774;61300;;ZOOTECNICA-MISTURA 3;RO-55316A;Y-553-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
485;104774;;0001;ZOOTECNICA-MISTURA 3;RO-55316A;Y-553-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
486;104771;42590;;ZOOTECNICA-MISTURA 3;SI-55308B;Y-553-001;7225;ZOOTECNICA;SILO METALICO;;;
487;104771;1021110;0001;ZOOTECNICA-MISTURA 3;FL-55308B-01;Y-553-001;7225;ZOOTECNICA;FILTRO ;;;
488;104772;1022550;;ZOOTECNICA-MISTURA 3;RO-55316B;Y-553-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
489;104772;;0001;ZOOTECNICA-MISTURA 3;RO-55316B;Y-553-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
490;104769;32880;;ZOOTECNICA-MISTURA 3;SI-55308C;Y-553-001;7225;ZOOTECNICA;SILO METALICO;;;
491;104769;1021060;0001;ZOOTECNICA-MISTURA 3;FL-55308C-01;Y-553-001;7225;ZOOTECNICA;FILTRO ;;;
492;104770;1102500;;ZOOTECNICA-MISTURA 3;RO-55316C;Y-553-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
493;104770;;0001;ZOOTECNICA-MISTURA 3;RO-55316C;Y-553-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
494;104775;42120;;ZOOTECNICA-MISTURA 3;MG-55302A;Y-553-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
495;104775;1021210;0001;ZOOTECNICA-MISTURA 3;FL-55302A-01;Y-553-001;7225;ZOOTECNICA;FILTRO ;;;
496;104776;55471;;ZOOTECNICA-MISTURA 3;RO-55316K;Y-553-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
497;104776;;0001;ZOOTECNICA-MISTURA 3;RO-55316K;Y-553-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
498;104720;82000;;ZOOTECNICA-MISTURA 2;EC-55214A;Y-552-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
499;104720;;0001;ZOOTECNICA-MISTURA 2;EC-55214A;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
500;104720;8000229;0002;ZOOTECNICA-MISTURA 2;DE-55214A-01;Y-552-001;7225;ZOOTECNICA;DESGRUMADOR;;;
501;104720;;0003;ZOOTECNICA-MISTURA 2;DE-55214A-01;Y-552-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
502;104720;1020360;0004;ZOOTECNICA-MISTURA 2;FL-55214A-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
503;104720;7065582;0005;ZOOTECNICA-MISTURA 2;EX-55214A-01;Y-552-001;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
504;104720;;0006;ZOOTECNICA-MISTURA 2;EX-55214A-01;Y-552-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
505;104723;80004741;;ZOOTECNICA-MISTURA 2;TL-55217A-01;Y-552-001;7225;ZOOTECNICA;TALHA ELETRICA;;;
506;104703;98400;;ZOOTECNICA-MISTURA 2;SI-55208A;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
507;104704;41640;;ZOOTECNICA-MISTURA 2;RO-55216A;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
508;104704;;0001;ZOOTECNICA-MISTURA 2;RO-55216A;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
509;104697;1029280;;ZOOTECNICA-MISTURA 2;SI-55208B;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
510;104697;39980;0001;ZOOTECNICA-MISTURA 2;FL-55208B-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
511;104698;1019130;;ZOOTECNICA-MISTURA 2;RO-55216B;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;4141
512;104698;;0001;ZOOTECNICA-MISTURA 2;RO-55216B;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
513;104701;98390;;ZOOTECNICA-MISTURA 2;SI-55208C;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
514;104702;41630;;ZOOTECNICA-MISTURA 2;RO-55216C;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
515;104702;;0001;ZOOTECNICA-MISTURA 2;RO-55216C;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
516;104699;98380;;ZOOTECNICA-MISTURA 2;SI-55208D;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
517;104699;39990;0001;ZOOTECNICA-MISTURA 2;FL-55208D-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
518;104700;39570;;ZOOTECNICA-MISTURA 2;RO-55216D;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
519;104700;;0001;ZOOTECNICA-MISTURA 2;RO-55216D;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
520;104705;1014049;;ZOOTECNICA-MISTURA 2;MG-55202A;Y-552-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
521;104705;40000;0001;ZOOTECNICA-MISTURA 2;FL-55202A-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
522;104695;1029260;;ZOOTECNICA-MISTURA 2;SI-55208E;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
523;104695;39970;0001;ZOOTECNICA-MISTURA 2;FL-55208E-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
524;104696;76560;;ZOOTECNICA-MISTURA 2;RO-55216E;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
525;104696;;0001;ZOOTECNICA-MISTURA 2;RO-55216E;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
526;104692;42000;;ZOOTECNICA-MISTURA 2;SI-55208F;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;102594
527;104692;39960;0001;ZOOTECNICA-MISTURA 2;FL-55208F-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
528;104693;1042490;;ZOOTECNICA-MISTURA 2;RO-55216F;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
529;104693;;0001;ZOOTECNICA-MISTURA 2;RO-55216F;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
530;104690;1029240;;ZOOTECNICA-MISTURA 2;SI-55208G;Y-552-001;7225;ZOOTECNICA;SILO METALICO;;;
531;104690;39950;0001;ZOOTECNICA-MISTURA 2;FL-55208G-01;Y-552-001;7225;ZOOTECNICA;FILTRO ;;;
532;104691;1033820;;ZOOTECNICA-MISTURA 2;RO-55216G;Y-552-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
533;104691;;0001;ZOOTECNICA-MISTURA 2;RO-55216G;Y-552-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
534;104694;10140423;;ZOOTECNICA-MISTURA 2;MG-55202B;Y-552-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
535;104813;1020261;;ZOOTECNICA-MISTURA 3;EC-55314A;Y-553-002;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
536;104813;;0001;ZOOTECNICA-MISTURA 3;EC-55314A;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
537;104813;8000229;0002;ZOOTECNICA-MISTURA 3;DE-55314A-01;Y-553-002;7225;ZOOTECNICA;DESGRUMADOR;;;
538;104813;;0003;ZOOTECNICA-MISTURA 3;DE-55314A-01;Y-553-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
539;104814;7066230;;ZOOTECNICA-MISTURA 3;TL-55317A;Y-553-002;7225;ZOOTECNICA;TALHA ELETRICA;;;
540;104777;42610;;ZOOTECNICA-MISTURA 3;SI-55308D;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
541;104777;1021300;0001;ZOOTECNICA-MISTURA 3;FL-55308D-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
542;104778;;;ZOOTECNICA-MISTURA 3;RO-55316D;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
543;104778;;0001;ZOOTECNICA-MISTURA 3;RO-55316D;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
544;104779;66111;;ZOOTECNICA-MISTURA 3;SI-55308E;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
545;104779;1021320;0001;ZOOTECNICA-MISTURA 3;FL-55308E-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
546;104780;;;ZOOTECNICA-MISTURA 3;RO-55316E;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
547;104780;;0001;ZOOTECNICA-MISTURA 3;RO-55316E;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
548;104789;41340;;ZOOTECNICA-MISTURA 3;SI-55308F;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
549;104790;;;ZOOTECNICA-MISTURA 3;RO-55316F;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
550;104790;;0001;ZOOTECNICA-MISTURA 3;RO-55316F;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
551;104791;37260;;ZOOTECNICA-MISTURA 3;MG-55302B;Y-553-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
552;104791;41580;0001;ZOOTECNICA-MISTURA 3;FL-55302B-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
553;104781;4121298;;ZOOTECNICA-MISTURA 3;SI-55308G;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
554;104781;1021390;0001;ZOOTECNICA-MISTURA 3;FL-55308G-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
555;104781;1021520;0002;ZOOTECNICA-MISTURA 3;FL-55308G-02;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
556;104782;;;ZOOTECNICA-MISTURA 3;RO-55316G;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
557;104782;;0001;ZOOTECNICA-MISTURA 3;RO-55316G;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
558;104783;41230;;ZOOTECNICA-MISTURA 3;SI-55308H;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
559;104783;1021920;0001;ZOOTECNICA-MISTURA 3;FL-55308H-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
560;104784;;;ZOOTECNICA-MISTURA 3;RO-55316H;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
561;104784;;0001;ZOOTECNICA-MISTURA 3;RO-55316H;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
562;104787;41310;;ZOOTECNICA-MISTURA 3;SI-55308I;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
563;104787;1020350;0001;ZOOTECNICA-MISTURA 3;FL-55308I-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
564;104788;;;ZOOTECNICA-MISTURA 3;RO-55316I;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
565;104788;;0001;ZOOTECNICA-MISTURA 3;RO-55316I;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
566;104785;41270;;ZOOTECNICA-MISTURA 3;SI-55308J;Y-553-002;7225;ZOOTECNICA;SILO METALICO;;;
567;104785;1024110;0001;ZOOTECNICA-MISTURA 3;FL-55308J-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
568;104786;;;ZOOTECNICA-MISTURA 3;RO-55316J;Y-553-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
569;104786;;0001;ZOOTECNICA-MISTURA 3;RO-55316J;Y-553-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
570;104792;43750;;ZOOTECNICA-MISTURA 3;MG-55302C;Y-553-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
571;104792;42310;0001;ZOOTECNICA-MISTURA 3;FL-55302C-01;Y-553-002;7225;ZOOTECNICA;FILTRO ;;;
572;104794;1026760;;ZOOTECNICA-MISTURA 3;MI-55307A;Y-553-003;7225;ZOOTECNICA;MISTURADOR;;;
573;104794;;0001;ZOOTECNICA-MISTURA 3;MI-55307A;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
574;104794;35640;0001;ZOOTECNICA-MISTURA 3;FL-55307A-01;Y-553-003;7225;ZOOTECNICA;FILTRO ;;;
575;104794;35650;0002;ZOOTECNICA-MISTURA 3;FL-55302G-01;Y-553-003;7225;ZOOTECNICA;FILTRO ;;;
576;104794;1024620;0003;ZOOTECNICA-MISTURA 3;MG-55302G;Y-553-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
577;104794;1109250;0004;ZOOTECNICA-MISTURA 3;EX-55307A-01;Y-553-003;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
578;104794;;0005;ZOOTECNICA-MISTURA 3;EX-55307A-01;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
579;104794;7011730;0006;ZOOTECNICA-MISTURA 3;EX-55302G-01;Y-553-003;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
580;104794;;0007;ZOOTECNICA-MISTURA 3;EX-55302G-01;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
581;104795;;;ZOOTECNICA-MISTURA 3;RO-55316L;Y-553-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
582;104795;;0001;ZOOTECNICA-MISTURA 3;RO-55316L;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
583;104796;1014880;;ZOOTECNICA-MISTURA 3;EC-55314B;Y-553-003;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
584;104796;;0001;ZOOTECNICA-MISTURA 3;EC-55314B;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
585;104793;1024280;;ZOOTECNICA-MISTURA 3;MG-55302D;Y-553-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
586;104793;70621420;0001;ZOOTECNICA-MISTURA 3;FL-55302D-01;Y-553-003;7225;ZOOTECNICA;FILTRO ;;;
587;104807;7023210;;ZOOTECNICA-MISTURA 3;EN-55305A;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
588;104807;1026800;0001;ZOOTECNICA-MISTURA 3;CP-55313A;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
589;104807;;0002;ZOOTECNICA-MISTURA 3;CP-55313A;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
590;104808;7028900;;ZOOTECNICA-MISTURA 3;EN-55305B;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
591;104808;1027660;0001;ZOOTECNICA-MISTURA 3;CP-55313B;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
592;104808;;0002;ZOOTECNICA-MISTURA 3;CP-55313B;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
593;104809;41650;;ZOOTECNICA-MISTURA 3;EN-55305C;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
594;104809;63452;0001;ZOOTECNICA-MISTURA 3;CP-55313C;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
595;104809;;0002;ZOOTECNICA-MISTURA 3;CP-55313C;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
596;104810;41660;;ZOOTECNICA-MISTURA 3;EN-55305D;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
597;104810;1101590;0001;ZOOTECNICA-MISTURA 3;CP-55313D;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
598;104810;;0002;ZOOTECNICA-MISTURA 3;CP-55313D;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
599;104811;41670;;ZOOTECNICA-MISTURA 3;EN-55305E;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
