ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
1422;105162;32270;0006;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216J;Y-222-003;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1423;105162;;0007;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216J;Y-222-003;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1424;105162;7066790;0008;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216K;Y-222-003;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1425;105162;;0009;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216K;Y-222-003;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1426;105162;58821;0010;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216L;Y-222-003;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1427;105162;;0011;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216L;Y-222-003;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1428;105164;102060;;POLIVITAMINICOS-PREMIX ACABADOS;EN-22205A;Y-222-003;7222;POLIVITAMINICOS;ENSACADEIRA;GARCIA;;
1429;105165;102059;;POLIVITAMINICOS-PREMIX ACABADOS;EN-22205B;Y-222-003;7222;POLIVITAMINICOS;ENSACADEIRA;GARCIA;;
1430;105166;7068520;;POLIVITAMINICOS-PREMIX ACABADOS;TC-22209A;Y-222-003;7222;POLIVITAMINICOS;CORREIA TRANSPORTADORA PARA ENSAQUE;MATISA;MF1;
1431;105166;;;POLIVITAMINICOS-PREMIX ACABADOS;TC-22209A;Y-222-003;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1432;105167;165410;;POLIVITAMINICOS-PREMIX ACABADOS;CT-22233A;Y-222-003;7222;POLIVITAMINICOS;COSTURADEIRA DE SACOS;MATISA;;
1433;105121;102109;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202B;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1434;105121;102108;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202B-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1435;105144;102160;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216A;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1436;105144;132160;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216A;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1437;105123;102151;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202C;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1438;105123;;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202C-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1439;105145;102161;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216B;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1440;105145;1014970;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216B;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1441;105117;102112;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202D;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1442;105117;;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202D-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1443;105149;102169;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216C;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1444;105149;;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216C;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1445;105118;102157;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202E;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1446;105118;1029060;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202E-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;102158
1447;105148;102164;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216D;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1448;105148;;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216D;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1449;105122;1021400;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202F;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1450;105122;102110;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202F-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1451;105150;102166;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216E;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1452;105150;;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216E;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1453;105119;31920;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202G;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1454;105119;102155;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202G-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1455;105147;102163;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216F;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1456;105147;;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216F;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1457;105120;102154;;POLIVITAMINICOS-PREMIX ACABADOS;MG-22202H;Y-222-002;7222;POLIVITAMINICOS;MOEGA METµLICA;GARCIA;;
1458;105120;102153;;POLIVITAMINICOS-PREMIX ACABADOS;FL-22202H-01;Y-222-002;7222;POLIVITAMINICOS;FILTRO ;GARCIA;;
1459;105146;102162;;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216G;Y-222-002;7222;POLIVITAMINICOS;ROSCA TRANSPORTADORA;GARCIA;;
1460;105146;72810;0001;POLIVITAMINICOS-PREMIX ACABADOS;RO-22216G;Y-222-002;7222;POLIVITAMINICOS;MOTOREDUTOR;;;
1461;104935;80002847;;CARBOQUELATO-GERADOR NITROGENIO;NG-05340A;Y-053-001;7224;CARBOQUELATO;SISTEMA GERADOR DE NITROGENIO POR MEMBRANAS;;;
1462;104943;33960;;CARBOQUELATO-HODROXIDO DE SODIO;TQ-51306D;Y-513-001;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1463;104944;33970;;CARBOQUELATO-HODROXIDO DE SODIO;TQ-51306A;Y-513-001;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1464;104944;1024660;;CARBOQUELATO-HODROXIDO DE SODIO;BO-51306A-01;Y-513-001;7224;CARBOQUELATO;BOMBA CENTRIFUGA;;;
1465;104944;57251;0002;CARBOQUELATO-HODROXIDO DE SODIO;BO-51306A-01;Y-513-001;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1466;104495;7025950;;CARBOQUELATO-HODROXIDO DE SODIO;TQ-51306B;Y-513-001;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1467;104496;80004031;;CARBOQUELATO-HODROXIDO DE SODIO;TQ-51306C;Y-513-001;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1468;104936;;;CARBOQUELATO-REATORES;DB-52224A;Y-522-001;7224;CARBOQUELATO;SISTEMA TP-DEC ISOLATOR;DEC;ISO 525;
1469;104937;80004768;;CARBOQUELATO-REATORES;DB-52224B;Y-522-001;7224;CARBOQUELATO;BIG BAG STATION;DEC;BBS 280;
1470;104941;1029610;;CARBOQUELATO-REATORES;RE-52201A;Y-522-001;7224;CARBOQUELATO;REATOR;;;
1471;104941;;0001;CARBOQUELATO-REATORES;AG-52201A-01;Y-522-001;7224;CARBOQUELATO;AGITADOR;;;
1472;104941;1018990;0002;CARBOQUELATO-REATORES;AG-52201A-01;Y-522-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1473;104941;1026410;0003;CARBOQUELATO-REATORES;TL-52217A;Y-522-001;7224;CARBOQUELATO;TALHA ELêTRICA;;3TON;
1474;104940;1024931;;CARBOQUELATO-REATORES;RE-52201B;Y-522-001;7224;CARBOQUELATO;REATOR;;;
1475;104940;;0001;CARBOQUELATO-REATORES;AG-52201B-01;Y-522-001;7224;CARBOQUELATO;AGITADOR;;;
1476;104940;80002617;0002;CARBOQUELATO-REATORES;AG-52201B-01;Y-522-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1477;104939;102967;;CARBOQUELATO-REATORES;RE-52201C;Y-522-001;7224;CARBOQUELATO;REATOR;;;
1478;104939;;0001;CARBOQUELATO-REATORES;AG-52201C-01;Y-522-001;7224;CARBOQUELATO;AGITADOR;;;
1479;104939;1042670;0002;CARBOQUELATO-REATORES;AG-52201C-01;Y-522-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1480;104939;1042270;;CARBOQUELATO-REATORES;BO-52201A-01;Y-522-001;7224;CARBOQUELATO;BOMBA CENTRIFUGA;;;
1481;104939;63040;0004;CARBOQUELATO-REATORES;BO-52201A-01;Y-522-001;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1482;104947;37530;;CARBOQUELATO-AMIDO CASCA ARROZ 350;MG-58602A;Y-586-001;7224;CARBOQUELATO;MOEGA METµLICA;;;102530
1483;104947;;0001;CARBOQUELATO-AMIDO CASCA ARROZ 350;FL-58602A-01;Y-586-001;7224;CARBOQUELATO;FILTRO ;;;
1484;104947;80004738;0002;CARBOQUELATO-AMIDO CASCA ARROZ 350;EX-58602A-01;Y-586-001;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
1485;104947;51041;0003;CARBOQUELATO-AMIDO CASCA ARROZ 350;EX-58602A-01;Y-586-001;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1486;104948;109500;;CARBOQUELATO-AMIDO CASCA ARROZ 350;TL-58617A;Y-586-001;7224;CARBOQUELATO;TALHA ELêTRICA;;2TON;
1487;104949;1102270;;CARBOQUELATO-AMIDO CASCA ARROZ 350;TP-58619A;Y-586-001;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;
1488;104933;43170;;CARBOQUELATO-AMIDO CASCA ARROZ 350;SI-58608A;Y-586-001;7224;CARBOQUELATO;SILO METALICO;;;102525
1489;104933;;0001;CARBOQUELATO-AMIDO CASCA ARROZ 350;SI-58608A;Y-586-001;7224;CARBOQUELATO;FILTRO MANGA;;;
1490;104934;1102690;;CARBOQUELATO-AMIDO CASCA ARROZ 350;TP-58619B;Y-586-001;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;102484
1491;104934;42720;0001;CARBOQUELATO-AMIDO CASCA ARROZ 350;SP-58608A-01;Y-586-001;7224;CARBOQUELATO;SOPRADOR ROOTS;;;102484
1492;104910;33070;;CARBOQUELATO-SECADOR;SE-52303B;Y-523-003;7224;CARBOQUELATO;SECADOR;;;102889
1493;104910;;0001;CARBOQUELATO-SECADOR;FL-52303B-01;Y-523-003;7224;CARBOQUELATO;FILTRO ;;;
1494;104910;;0002;CARBOQUELATO-SECADOR;FL-52303B-02;Y-523-003;7224;CARBOQUELATO;FILTRO ;;;
1495;104910;1028510;0003;CARBOQUELATO-SECADOR;EX-52303B-01;Y-523-003;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
1496;104910;47170;0004;CARBOQUELATO-SECADOR;EX-52303B-01;Y-523-003;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1497;104910;38240;0005;CARBOQUELATO-SECADOR;MG-52302F;Y-523-003;7224;CARBOQUELATO;MOEGA METµLICA;;;
1498;104910;1015070;0006;CARBOQUELATO-SECADOR;MV-52302F-01;Y-523-003;7224;CARBOQUELATO;MOTOVIBRADOR;;;
1499;104910;;0007;CARBOQUELATO-SECADOR;VR-52302F-01;Y-523-003;7224;CARBOQUELATO;VALVULA ROTATIVA;;;
1500;104910;43680;0008;CARBOQUELATO-SECADOR;MO-52304B;Y-523-003;7224;CARBOQUELATO;MOINHO;;;
1501;104910;61370;0009;CARBOQUELATO-SECADOR;MO-52304B;Y-523-003;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1502;104910;;0010;CARBOQUELATO-SECADOR;FL-52304B-01;Y-523-003;7224;CARBOQUELATO;FILTRO ;;;
1503;104910;;0011;CARBOQUELATO-SECADOR;HE-52303B-01;Y-523-003;7224;CARBOQUELATO;TROCADOR DE CALOR;;;
1504;104910;80900;0012;CARBOQUELATO-SECADOR;VT-52303B-01;Y-523-003;7224;CARBOQUELATO;VENTILADOR CENTRIFUGO;;;102916
1505;104910;58871;0013;CARBOQUELATO-SECADOR;VT-52303B-01;Y-523-003;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1506;104915;38250;;CARBOQUELATO-SECADOR;MG-52302G;Y-523-003;7224;CARBOQUELATO;MOEGA METµLICA;;;
1507;104915;43800;;CARBOQUELATO-SECADOR;CI-52312B;Y-523-003;7224;CARBOQUELATO;CICLONE;;;
1508;104915;;0002;CARBOQUELATO-SECADOR;FL-42302G-01;Y-523-003;7224;CARBOQUELATO;FILTRO ;;;
1509;104922;80002853;;CARBOQUELATO-SECADOR;EX-52302G-01;Y-523-003;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;LCI;;
1510;104922;47120;0001;CARBOQUELATO-SECADOR;EX-52302G-01;Y-523-003;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1511;104916;1102250;;CARBOQUELATO-SECADOR;TP-52319B;Y-523-003;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;
1512;104901;102904;;CARBOQUELATO-MOEGAS;MG-52302A;Y-523-001;7224;CARBOQUELATO;MOEGA METµLICA;;;
1513;104901;;0001;CARBOQUELATO-MOEGAS;FL-52302A-01;Y-523-001;7224;CARBOQUELATO;FILTRO ;;;
1514;104902;102896;;CARBOQUELATO-MOEGAS;RO-52316A;Y-523-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA;;;
1515;104902;1020503;0001;CARBOQUELATO-MOEGAS;RO-52316A;Y-523-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1516;104900;1029730;;CARBOQUELATO-MOEGAS;MG-52302B;Y-523-001;7224;CARBOQUELATO;MOEGA METµLICA;;;
1517;104900;;0001;CARBOQUELATO-MOEGAS;FL-52302B-01;Y-523-001;7224;CARBOQUELATO;FILTRO ;;;
1518;104903;58861;;CARBOQUELATO-MOEGAS;MG-52302C;Y-523-001;7224;CARBOQUELATO;MOEGA METµLICA;;;
1519;104903;;0001;CARBOQUELATO-MOEGAS;FL-52302C-01;Y-523-001;7224;CARBOQUELATO;FILTRO ;;;
1520;104904;102894;;CARBOQUELATO-MOEGAS;RO-52316B;Y-523-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA;;;
1521;104904;1033670;0001;CARBOQUELATO-MOEGAS;RO-52316B;Y-523-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1522;104905;33080;;CARBOQUELATO-MOEGAS;RO-52316C;Y-523-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA;;;102893
1523;104905;1019460;0001;CARBOQUELATO-MOEGAS;RO-52316C;Y-523-001;7224;CARBOQUELATO;MOTOREDUTOR;;;
1524;104909;33060;;CARBOQUELATO-SECADOR;SE-52303A;Y-523-002;7224;CARBOQUELATO;SECADOR;;;102888
1525;104909;;0001;CARBOQUELATO-SECADOR;FL-52303A-01;Y-523-002;7224;CARBOQUELATO;FILTRO ;;;
1526;104909;;0002;CARBOQUELATO-SECADOR;FL-52303A-02;Y-523-002;7224;CARBOQUELATO;FILTRO ;;;
1527;104909;1023500;0003;CARBOQUELATO-SECADOR;EX-52303A-02;Y-523-002;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
1528;104909;81260;0004;CARBOQUELATO-SECADOR;EX-52303A-02;Y-523-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1529;104909;50960;0005;CARBOQUELATO-SECADOR;MG-52302D;Y-523-002;7224;CARBOQUELATO;MOEGA METµLICA;;;
1530;104909;1015060;0006;CARBOQUELATO-SECADOR;MV-52302D-01;Y-523-002;7224;CARBOQUELATO;MOTOVIBRADOR;;;
1531;104909;1022270;0007;CARBOQUELATO-SECADOR;VR-52302D-01;Y-523-002;7224;CARBOQUELATO;VALVULA ROTATIVA;;;
1532;104909;58621;0008;CARBOQUELATO-SECADOR;MO-52304A;Y-523-002;7224;CARBOQUELATO;MOINHO;;;
1533;104909;1015200;0009;CARBOQUELATO-SECADOR;MO-52304A;Y-523-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1534;104909;;0010;CARBOQUELATO-SECADOR;FL-42304A-01;Y-523-002;7224;CARBOQUELATO;FILTRO ;;;
1535;104909;;0011;CARBOQUELATO-SECADOR;VT-52303A-01;Y-523-002;7224;CARBOQUELATO;VENTILADOR CENTRIFUGO;;;
1536;104909;1015220;0012;CARBOQUELATO-SECADOR;VT-52303A-01;Y-523-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1537;104909;99020;0013;CARBOQUELATO-SECADOR;HE-52303A-01;Y-523-002;7224;CARBOQUELATO;TROCADOR DE CALOR;;;
1538;104909;35602;0014;CARBOQUELATO-SECADOR;HE-52303A-02;Y-523-002;7224;CARBOQUELATO;TROCADOR DE CALOR;;;
1539;104919;102913;;CARBOQUELATO-SECADOR;EX-52303A-01;Y-523-002;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
1540;104919;57271;;CARBOQUELATO-SECADOR;EX-52303A-01;Y-523-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1541;104917;38260;;CARBOQUELATO-SECADOR;MG-52302E;Y-523-002;7224;CARBOQUELATO;MOEGA METµLICA;;;
1542;104917;;0001;CARBOQUELATO-SECADOR;FL-52302E-01;Y-523-002;7224;CARBOQUELATO;FILTRO ;;;
1543;104921;1015430;;CARBOQUELATO-SECADOR;EX-52302E-01;Y-523-002;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
1544;104921;51031;0001;CARBOQUELATO-SECADOR;EX-52302E-01;Y-523-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1545;104918;1102260;;CARBOQUELATO-SECADOR;TP-52319A;Y-523-002;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;
1546;104912;33950;;CARBOQUELATO-TANCAGEM;TQ-52206A;Y-522-002;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1547;104912;;0001;CARBOQUELATO-TANCAGEM;AG-52206A-01;Y-522-002;7224;CARBOQUELATO;AGITADOR;;;
1548;104912;72710;0002;CARBOQUELATO-TANCAGEM;AG-52206A-01;Y-522-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1549;104914;7049130;;CARBOQUELATO-TANCAGEM;BO-52206A-01;Y-522-002;7224;CARBOQUELATO;BOMBA;;;
1550;104906;102898;;CARBOQUELATO-TANCAGEM;TQ-52206C;Y-522-002;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1551;104911;33930;;CARBOQUELATO-TANCAGEM;TQ-52206B;Y-522-002;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;;;
1552;104911;;0001;CARBOQUELATO-TANCAGEM;AG-52206B-01;Y-522-002;7224;CARBOQUELATO;AGITADOR;;;
1553;104911;47130;0002;CARBOQUELATO-TANCAGEM;AG-52206B-01;Y-522-002;7224;CARBOQUELATO;MOTOR ELêTRICO;;;
1554;104913;1038040;;CARBOQUELATO-TANCAGEM;BO-52206B-01;Y-522-002;7224;CARBOQUELATO;BOMBA;;;
1555;104907;1029950;;CARBOQUELATO-TANCAGEM;TQ-52206D;Y-522-002;7224;CARBOQUELATO;TANQUE CILINDRICO VERTICAL;GARCIA;300LTS;
1556;104924;45170;;CARBOQUELATO-ESTOCAGEM;SI-58708A;Y-587-001;7224;CARBOQUELATO;SILO METALICO;;;
1557;104924;;0001;CARBOQUELATO-ESTOCAGEM;FL-58708A-01;Y-587-001;7224;CARBOQUELATO;FILTRO ;;;
1558;104925;5000056;;CARBOQUELATO-ESTOCAGEM;CF-58710A;Y-587-001;7224;CARBOQUELATO;CALHA FLUIDIZADA;;;102925
1559;104930;42780;;CARBOQUELATO-ESTOCAGEM;SI-58708B;Y-587-001;7224;CARBOQUELATO;SILO METALICO;;;
1560;104930;;0001;CARBOQUELATO-ESTOCAGEM;FL-58708B-01;Y-587-001;7224;CARBOQUELATO;FILTRO ;;;
1561;104931;1027854;;CARBOQUELATO-ESTOCAGEM;CF-58710B;Y-587-001;7224;CARBOQUELATO;CALHA FLUIDIZADA;;;102929
1562;104926;42760;;CARBOQUELATO-ESTOCAGEM;SI-58708C;Y-587-001;7224;CARBOQUELATO;SILO METALICO;;;
1563;104926;;0001;CARBOQUELATO-ESTOCAGEM;FL-58708C-01;Y-587-001;7224;CARBOQUELATO;FILTRO ;;;
1564;104927;119730;;CARBOQUELATO-ESTOCAGEM;CF-58710C;Y-587-001;7224;CARBOQUELATO;CALHA FLUIDIZADA;;;102923
1565;104928;42770;;CARBOQUELATO-ESTOCAGEM;SI-58708D;Y-587-001;7224;CARBOQUELATO;SILO METALICO;;;
1566;104928;;0001;CARBOQUELATO-ESTOCAGEM;FL-58708D-01;Y-587-001;7224;CARBOQUELATO;FILTRO ;;;
1567;104929;1027855;;CARBOQUELATO-ESTOCAGEM;CF-58710D;Y-587-001;7224;CARBOQUELATO;CALHA FLUIDIZADA;;;102927
1568;104932;102921;;CARBOQUELATO-ESTOCAGEM;TP-58719A;Y-587-001;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;
1569;104932;;0001;CARBOQUELATO-ESTOCAGEM;MG-58702A;Y-587-001;7224;CARBOQUELATO;FUNIL COLETOR;;;
1570;105197;41215620;;UTILIDADES-OLEO TERMICO;TQ-02106A;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;TANQUE CILINDRICO HORIZONTAL;;;
1571;105196;80004111;;UTILIDADES-OLEO TERMICO;TQ-02106C;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;TANQUE CILINDRICO HORIZONTAL;;;
1572;105196;36160;0001;UTILIDADES-OLEO TERMICO;BO-02106C-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA DE ENGRENAGENS;;;
1573;105196;78780;0002;UTILIDADES-OLEO TERMICO;BO-02106C-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1574;105195;102946;;UTILIDADES-OLEO TERMICO;AQ-02122A;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;AQUECEDOR DE OLEO TERMICO;KONUS ICEA;KV 2.0/50;
1575;105195;27610;0001;UTILIDADES-OLEO TERMICO;BO-02122A-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;AQUECEDOR DE OLEO TERMICO;;;
1576;105195;1019070;0002;UTILIDADES-OLEO TERMICO;BO-02122A-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1577;105195;412156114;0003;UTILIDADES-OLEO TERMICO;QM-02122A-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;QUEIMADOR;;;
1578;105195;7036830;0004;UTILIDADES-OLEO TERMICO;QM-02122A-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1579;105195;;0005;UTILIDADES-OLEO TERMICO;CH-02122A-01;Y-021-001;7241;AUTOMAÄ«O INDUSTRIAL;CHAMINE;;;
1580;105193;1014080;;UTILIDADES-AGUA RESFRIAMENTO;TR-03218A;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;TORRE DE RESFRIAMENTO;;;
1581;105193;7046412;0001;UTILIDADES-AGUA RESFRIAMENTO;TR-03218A;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1582;105193;1730;0002;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-01;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA CENTRIFUGA;;;
1583;105193;1014760;0003;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-01;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1584;105193;1014110;0004;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-02;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA DOSADORA;;;
1585;105193;1039740;0005;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-02;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1586;105193;67120;0006;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-03;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA DOSADORA;;;
1587;105193;7068670;0007;UTILIDADES-AGUA RESFRIAMENTO;BO-03218A-03;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1588;105194;102984;;UTILIDADES-AGUA RESFRIAMENTO;TR-03218C;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;TORRE DE RESFRIAMENTO;CARAVELA;25/6;
1589;105194;7046390;0001;UTILIDADES-AGUA RESFRIAMENTO;TR-03218C;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1590;105194;36180;0002;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-01;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA CENTRIFUGA;;;
1591;105194;7046391;0003;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-01;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1592;105194;85150;0004;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-02;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA DOSADORA;;;
1593;105194;1019060;0005;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-02;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1594;105194;94210;0006;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-03;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA DOSADORA;;;
1595;105193;7068680;0007;UTILIDADES-AGUA RESFRIAMENTO;BO-03218C-03;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1596;105191;80002633;;UTILIDADES-AGUA RESFRIAMENTO;TR-03218B;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;TORRE DE RESFRIAMENTO;CARAVELA;25/6;102238
1597;105191;1015250;0001;UTILIDADES-AGUA RESFRIAMENTO;TR-03218B;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;MOTOR ELêTRICO;;;
1598;105191;33890;0002;UTILIDADES-AGUA RESFRIAMENTO;BO-03218B-01;Y-032-001;7241;AUTOMAÄ«O INDUSTRIAL;BOMBA CENTRIFUGA;;;
